"AB_POSTCODE","AB_ADDRESS","UPRN","PARENT_UPRN","CLASS","CLASS_DESC"
"NE437TW","NO 3 HALL TO STELLING HALL NEWTON THE COTTAGE MOWDEN HALL U 8194 NEWTON STOCKSFIELD",10000020610,10090299615,"RD03","Semi-Detached"
"NE150NS","CHAPEL COTTAGE B 6528 HORSLEY NEWCASTLE UPON MAIN ROAD THROUGH VILLAGE HORSLEY TYNE",10000843837,NA,"RD03","Semi-Detached"
"NE150NT","NORTH FARM B 6528 HORSLEY MAIN ROAD THROUGH VILLAGE HORSLEY NEWCASTLE UPON TYNE",10000843864,NA,"RD02","Detached"
"NE426BL","BLEACH GREEN FARMHOUSE WEST ROAD OVINGHAM PRUDHOE",10000844041,NA,"RD02","Detached"
"NE426HJ","TYNEWOOD C 254 OVINGHAM TO WYLAM OVINGHAM PRUDHOE",10000844253,NA,"RD02","Detached"
"NE437UU","TWO COTTAGES STELLING FARM NEWTON B 6309 MOWDEN HALL CROSS ROADS TO WELTON STOCKSFIELD",10000844852,10000844851,"RD02","Detached"
"NE426AR","23 TYNE GARDENS OVINGHAM PRUDHOE",10000847539,NA,"RD04","Terraced"
"NE426BT","21 BEWICK LANE OVINGHAM PRUDHOE",100110642990,NA,"RD04","Terraced"
"NE426BE","11 DENE CLOSE OVINGHAM PRUDHOE",100110643956,NA,"RD04","Terraced"
"NE426EQ","15 SPRINGFIELD OVINGTON PRUDHOE",100110646123,NA,"RD02","Detached"
"NE426EQ","17 SPRINGFIELD OVINGTON PRUDHOE",100110646125,NA,"RD02","Detached"
"NE426DZ","12 THE GREEN OVINGTON PRUDHOE",100110646390,NA,"RD03","Semi-Detached"
"NE426BD","19 WELBURN CLOSE OVINGHAM PRUDHOE",100110646562,NA,"RD04","Terraced"
"NE426BA","15 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646805,NA,"RD04","Terraced"
"NE426AS","19 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646844,NA,"RD04","Terraced"
"NE426AS","59 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646884,NA,"RD04","Terraced"
"NE418EU","4 BLUEBELL CLOSE WYLAM",100110648143,NA,"RD02","Detached"
"NE418EU","24 BLUEBELL CLOSE WYLAM",100110648163,NA,"RD02","Detached"
"NE418EY","11 DENE ROAD WYLAM",100110648192,NA,"RD02","Detached"
"NE418HB","68 DENE ROAD WYLAM",100110648237,NA,"RD04","Terraced"
"NE418HB","92 DENE ROAD WYLAM",100110648261,NA,"RD02","Detached"
"NE418EZ","122 DENE ROAD WYLAM",100110648286,NA,"RD04","Terraced"
"NE418EZ","126 DENE ROAD WYLAM",100110648290,NA,"RD04","Terraced"
"NE418JT","8 HAGG BANK COTTAGES HAGG BANK WYLAM",100110648382,NA,"RD04","Terraced"
"NE418EQ","2 PARSON ROAD WYLAM",100110648441,NA,"RD04","Terraced"
"NE418DJ","15 WOODCROFT ROAD WYLAM",100110648615,NA,"RD03","Semi-Detached"
"NE418ES","12 WOODVALE GARDENS WYLAM",100110648659,NA,"RD04","Terraced"
"NE418ES","18 WOODVALE GARDENS WYLAM",100110648665,NA,"RD04","Terraced"
"NE426DJ","DENE VIEW COTTAGE DENE VIEW OVINGTON PRUDHOE",100110726110,NA,"RD02","Detached"
"NE426BG","SUMMERDALE HORSLEY ROAD OVINGHAM PRUDHOE",100110726183,NA,"RD02","Detached"
"NE418AY","HITHERTO DENE TERRACE EAST WYLAM",100110726873,NA,"RD02","Detached"
"NE418HS","THE HOLLIES ELM BANK ROAD WYLAM",100110726904,NA,"RD03","Semi-Detached"
"NE418HU","MILL VIEW THE CRESCENT WYLAM",100110726998,NA,"RD04","Terraced"
"NE426AL","6 THE CROFT HORSLEY ROAD OVINGHAM PRUDHOE",100110764604,100110815760,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426EE","THE OLD CHAPEL C 254 OLD NAFFERTON JUNCTION TO OVINGTON OVINGTON PRUDHOE",10023734240,NA,"RD02","Detached"
"NE426BT","3 BEWICK LANE OVINGHAM PRUDHOE",100110642972,NA,"RD04","Terraced"
"NE426BT","29 BEWICK LANE OVINGHAM PRUDHOE",100110642998,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426BT","31 BEWICK LANE OVINGHAM PRUDHOE",100110643000,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426DX","19 GREEN RISING OVINGTON PRUDHOE",100110644385,NA,"RD04","Terraced"
"NE426AX","3 PIPER ROAD OVINGHAM PRUDHOE",100110645652,NA,"RD04","Terraced"
"NE426AZ","51 PIPER ROAD OVINGHAM PRUDHOE",100110645698,NA,"RD04","Terraced"
"NE426AJ","3 THE TERRACE OVINGHAM PRUDHOE",100110646409,NA,"RD04","Terraced"
"NE426BA","5 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646795,NA,"RD04","Terraced"
"NE426AS","9 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646834,NA,"RD04","Terraced"
"NE418AX","1 ALGERNON TERRACE WYLAM",100110648069,NA,"RD04","Terraced"
"NE418EH","1 BELL ROAD WYLAM",100110648094,NA,"RD03","Semi-Detached"
"NE418EH","6 BELL ROAD WYLAM",100110648099,NA,"RD04","Terraced"
"NE418EH","10 BELL ROAD WYLAM",100110648103,NA,"RD04","Terraced"
"NE418BT","4 BLACKETT COURT WYLAM",100110648130,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418EY","8 DENE ROAD WYLAM",100110648189,NA,"RD02","Detached"
"NE418EZ","32 DENE ROAD WYLAM",100110648213,NA,"RD03","Semi-Detached"
"NE418HB","65 DENE ROAD WYLAM",100110648234,NA,"RD04","Terraced"
"NE418HB","96 DENE ROAD WYLAM",100110648265,NA,"RD02","Detached"
"NE418HB","100 DENE ROAD WYLAM",100110648269,NA,"RD02","Detached"
"NE418JT","3 HAGG BANK COTTAGES HAGG BANK WYLAM",100110648378,NA,"RD04","Terraced"
"NE418EF","9 HEDLEY ROAD WYLAM",100110648394,NA,"RD04","Terraced"
"NE418EL","27 JACKSON ROAD WYLAM",100110648422,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418AB","1 MAIN ROAD WYLAM",100110648435,NA,"RD04","Terraced"
"NE418DZ","14 STEPHENSON TERRACE WYLAM",100110648491,NA,"RD04","Terraced"
"NE418EX","7 TYNEDALE CLOSE WYLAM",100110648560,NA,"RD04","Terraced"
"NE418ER","22 WOODVALE GARDENS WYLAM",100110648669,NA,"RD03","Semi-Detached"
"NE418ER","27 WOODVALE GARDENS WYLAM",100110648674,NA,"RD04","Terraced"
"NE418BD","HOLMCROFT ACOMB DRIVE WYLAM",100110726850,NA,"RD03","Semi-Detached"
"NE418BD","WESTFIELD ACOMB DRIVE WYLAM",100110726855,NA,"RD02","Detached"
"NE418HX","THORNTON HOUSE WYLAM WOOD ROAD WYLAM",100110727032,NA,"RD04","Terraced"
"NE426BN","BRIDGE END INN WEST ROAD OVINGHAM PRUDHOE",100110764540,NA,"CR06","Public House / Bar / Nightclub"
"NE426AA","LABURNUM COTTAGE MAIN ROAD OVINGHAM PRUDHOE",200000921314,NA,"RD04","Terraced"
"NE418BQ","WEST WING HOLEYN HALL HOLEYN HALL ROAD WYLAM",200000921644,100110726939,"RD04","Terraced"
"NE426QH","1 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924115,NA,"RD02","Detached"
"NE426BT","11 BEWICK LANE OVINGHAM PRUDHOE",100110642980,NA,"RD04","Terraced"
"NE426DY","8 BURNSIDE OVINGTON PRUDHOE",100110643284,NA,"RD03","Semi-Detached"
"NE426AX","17 PIPER ROAD OVINGHAM PRUDHOE",100110645666,NA,"RD02","Detached"
"NE426AZ","39 PIPER ROAD OVINGHAM PRUDHOE",100110645688,NA,"RD04","Terraced"
"NE426AH","5 RIVER VIEW OVINGHAM PRUDHOE",100110645895,NA,"RD04","Terraced"
"NE426EL","4 SPRINGFIELD CLOSE OVINGTON PRUDHOE",100110646158,NA,"RD02","Detached"
"NE426AR","14 TYNE GARDENS OVINGHAM PRUDHOE",100110646459,NA,"RD04","Terraced"
"NE426AS","1 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646826,NA,"RD04","Terraced"
"NE426AS","31 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646856,NA,"RD04","Terraced"
"NE418BT","3 BLACKETT COURT WYLAM",100110648129,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418EZ","18 DENE ROAD WYLAM",100110648199,NA,"RD04","Terraced"
"NE418EZ","28 DENE ROAD WYLAM",100110648209,NA,"RD04","Terraced"
"NE418HB","43 DENE ROAD WYLAM",100110648224,NA,"RD02","Detached"
"NE418HB","69 DENE ROAD WYLAM",100110648238,NA,"RD04","Terraced"
"NE418HB","86 DENE ROAD WYLAM",100110648255,NA,"RD04","Terraced"
"NE418HB","88 DENE ROAD WYLAM",100110648257,NA,"RD04","Terraced"
"NE418EZ","128 DENE ROAD WYLAM",100110648292,NA,"RD04","Terraced"
"NE418AZ","1 DENE TERRACE WEST WYLAM",100110648312,NA,"RD04","Terraced"
"NE418AH","4 LABURNUM TERRACE WYLAM",100110648431,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418AH","7 LABURNUM TERRACE WYLAM",100110648434,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418BJ","3 OAKWOOD COTTAGES WYLAM",100110648438,NA,"RD04","Terraced"
"NE418EN","3 THE DENE WYLAM",100110648516,NA,"RD04","Terraced"
"NE418DU","5 TYNE VIEW WYLAM",100110648549,NA,"RD04","Terraced"
"NE418ES","4 WOODVALE GARDENS WYLAM",100110648651,NA,"RD03","Semi-Detached"
"NE418ES","32 WOODVALE GARDENS WYLAM",100110648679,NA,"RD04","Terraced"
"NE150NW","2 HILL CROFT HORSLEY NEWCASTLE UPON TYNE",100110642592,NA,"RD04","Terraced"
"NE426BT","53 BEWICK LANE OVINGHAM PRUDHOE",100110643022,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426AW","HOLLY TREE 18 DENE GARTH OVINGHAM PRUDHOE",100110643982,NA,"RD04","Terraced"
"NE426AP","21 DENE GARTH OVINGHAM PRUDHOE",100110643985,NA,"RD04","Terraced"
"NE426AP","31 DENE GARTH OVINGHAM PRUDHOE",100110643995,NA,"RD04","Terraced"
"NE426AP","42 DENE GARTH OVINGHAM PRUDHOE",100110644006,NA,"RD04","Terraced"
"NE426BP","11 NUNNYKIRK CLOSE OVINGHAM PRUDHOE",100110645220,NA,"RD02","Detached"
"NE426AX","7 PIPER ROAD OVINGHAM PRUDHOE",100110645656,NA,"RD04","Terraced"
"NE426AX","8 PIPER ROAD OVINGHAM PRUDHOE",100110645657,NA,"RD04","Terraced"
"NE426AY","29 PIPER ROAD OVINGHAM PRUDHOE",100110645678,NA,"RD04","Terraced"
"NE418AX","11 ALGERNON TERRACE WYLAM",100110648079,NA,"RD04","Terraced"
"NE418AX","23 ALGERNON TERRACE WYLAM",100110648091,NA,"RD04","Terraced"
"NE418AA","3 CHAPEL LANE WYLAM",100110648177,NA,"RD04","Terraced"
"NE418HB","67 DENE ROAD WYLAM",100110648236,NA,"RD04","Terraced"
"NE418HB","71 DENE ROAD WYLAM",100110648240,NA,"RD04","Terraced"
"NE418HB","93 DENE ROAD WYLAM",100110648262,NA,"RD02","Detached"
"NE418AY","4 DENE TERRACE EAST WYLAM",100110648308,NA,"RD04","Terraced"
"NE418EE","15 FALCON TERRACE WYLAM",100110648341,NA,"RD04","Terraced"
"NE418EG","18 HEDLEY ROAD WYLAM",100110648403,NA,"RD04","Terraced"
"NE418LA","11 STEPHENSON COURT WYLAM",100110648470,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418HD","7 SWINDALE COTTAGES WYLAM",100110648511,NA,"RD04","Terraced"
"NE418ES","1 WOODVALE GARDENS WYLAM",100110648648,NA,"RD02","Detached"
"NE426BG","WELBECK HORSLEY ROAD OVINGHAM PRUDHOE",100110726188,NA,"RD02","Detached"
"NE418AF","CHARNWOOD CHERRY TREE LANE WYLAM",100110726862,NA,"RD02","Detached"
"NE150NG","4 CROWN AND ANCHOR COTTAGES HORSLEY NEWCASTLE UPON TYNE",100110761364,NA,"RD03","Semi-Detached"
"NE426AQ","GLEBE FARM COTTAGE WEST ROAD OVINGHAM PRUDHOE",100110764588,NA,"RD04","Terraced"
"NE426QH","9 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924123,NA,"RD02","Detached"
"NE418DP","FLAT 4 WYLAM MILL MAIN ROAD WYLAM",200000925125,200000925841,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418DS","13 INGHAM TERRACE WYLAM",200000921691,NA,"RD04","Terraced"
"NE418DS","6 INGHAM TERRACE WYLAM",200000921701,NA,"RD04","Terraced"
"NE418EP","2 FLORIST HALL COTTAGES WYLAM",200000921706,NA,"RD03","Semi-Detached"
"NE418BP","STEPHENSONS COTTAGE STREET HOUSES WYLAM",200000925136,NA,"RD02","Detached"
"NE150NH","CROFT WELL HOUSE CROFTS CROFT LANE HORSLEY NEWCASTLE UPON TYNE",200000921624,NA,"RD02","Detached"
"NE437TY","STYFORD HALL C 252 BYWELL TO HIGH BARNS JUNCTION STOCKSFIELD",200000925271,NA,"RD02","Detached"
"NE437TL","4 SOUTH DRIVE NEWTON MOWDEN HALL STOCKSFIELD",200000921059,NA,"RD02","Detached"
"NE426DR","2 SOUTH VIEW OVINGTON PRUDHOE",200000921164,NA,"RD04","Terraced"
"NE426AG","FORGE HOUSE MAIN ROAD OVINGHAM PRUDHOE",200000921311,NA,"RD02","Detached"
"NE426HQ","1 MOUNT HULY FARM COTTAGES OVINGHAM PRUDHOE",200000921335,NA,"RD03","Semi-Detached"
"NE418DS","11 INGHAM TERRACE WYLAM",200000921689,NA,"RD04","Terraced"
"NE426EF","HOLLY HURST OVERDENE ACCESS ROAD OVINGTON PRUDHOE",200000924154,NA,"RD02","Detached"
"NE426EE","GLENDALE THE NURSERIES OVINGTON PRUDHOE",200000924159,NA,"RD02","Detached"
"NE437UZ","THISTLEDOME 5 LAKER HALL FARM C 246 AYDON JUNCTION TO WELTON NEWTON STOCKSFIELD",10023734179,10000843531,"RD02","Detached"
"NE437AL","OFFSTONE PUBLISHING TO MOWDEN HALL CROSS ROADS STOCKSFIELD 5 INDUSTRIAL UNITS B LTD UNIT 1 BEARL FARM 6309 STOCKSFIELD",10023734302,10023734301,"CO01","Office / Work Studio"
"NE437XD","STONECROFT NAFFERTON FARM A 69 TO NAFFERTON FARM STOCKSFIELD",10000843210,10000020455,"RD03","Semi-Detached"
"NE426DH","BARN HOUSE C 254 OVINGTON MAIN ROAD THROUGH VILLAGE OVINGTON PRUDHOE",10000843344,NA,"RD02","Detached"
"NE437UL","THE HEMEL HEMMEL U 8194 NEWTON MAIN ROAD NEWTON STOCKSFIELD",10000843395,NA,"RD02","Detached"
"NE426DS","HOLLIES COTTAGE 1-3 LITTLE BUILDINGS OVINGTON PRUDHOE",10000843789,NA,"RD04","Terraced"
"NE150PD","11 HIGHCROFTS HORSLEY NEWCASTLE UPON TYNE",10000847384,NA,"RD02","Detached"
"NE437AQ","TO MOWDEN HALL CROSS ROADS STOCKSFIELD UNIT FREEDOM FLIGHTS NEWCASTLE LTD 7 SOUTH ACOMB BYWELL FARM B 6309 STOCKSFIELD",10000848675,10000020516,"CI03","Workshop / Light Industrial"
"NE180LL","NORTH COTTAGE MILITARY ROAD AT EAST WALL HOUSES EAST WALLHOUSES NEWCASTLE UPON TYNE",2920006241,NA,"RD02","Detached"
"NE150HZ","BLAKELEY HILL COTTAGE HEXAM ROAD FROM HOUGHTON MOOR TO BLAKELEY HILL HEDDON-ON-THE-WALL NEWCASTLE UPON TYNE",2920008940,NA,"RD02","Detached"
"NE180LL","UNISON COLOUR BABYLED FOOD LTD BABYLED FOOD LTD VALLUM FARM EAST WALLHOUSES NEWCASTLE UPON TYNE",2920018876,NA,"CO01","Office / Work Studio"
"NE426ED","C 254 OLD NAFFERTON JUNCTION TO OVINGTON LODGE FARM COTTAGE OVINGTON PRUDHOE",10000844048,NA,"RD02","Detached"
"NE437TS","SOD HALL C 251 BYWELL TO SHAW HOUSE BYWELL STOCKSFIELD",10000844741,NA,"RD02","Detached"
"NE437UU","3 STELLING FARM COTTAGES NEWTON B 6309 MOWDEN HALL CROSS ROADS TO WELTON STOCKSFIELD",10000844853,10000844851,"RD02","Detached"
"NE426AT","THE MOUNT 21 CASTLE VIEW OVINGHAM PRUDHOE",10000848076,NA,"RD04","Terraced"
"NE150PD","4 HIGHCROFTS HORSLEY NEWCASTLE UPON TYNE",100110642584,NA,"RD04","Terraced"
"NE426AW","15 DENE GARTH OVINGHAM PRUDHOE",100110643979,NA,"RD04","Terraced"
"NE426AL","2 HORSLEY ROAD OVINGHAM PRUDHOE",100110644698,NA,"RD03","Semi-Detached"
"NE426BP","8 NUNNYKIRK CLOSE OVINGHAM PRUDHOE",100110645217,NA,"RD02","Detached"
"NE426AZ","49 PIPER ROAD OVINGHAM PRUDHOE",100110645696,NA,"RD04","Terraced"
"NE426AZ","56 PIPER ROAD OVINGHAM PRUDHOE",100110645703,NA,"RD04","Terraced"
"NE426AS","23 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646848,NA,"RD04","Terraced"
"NE418EU","25 BLUEBELL CLOSE WYLAM",100110648164,NA,"RD02","Detached"
"NE418HA","33 DENE ROAD WYLAM",100110648214,NA,"RD02","Detached"
"NE418HB","83 DENE ROAD WYLAM",100110648252,NA,"RD04","Terraced"
"NE418DE","6 DENECROFT WYLAM",100110648322,NA,"RD02","Detached"
"NE418HD","2 SWINDALE COTTAGES WYLAM",100110648506,NA,"RD03","Semi-Detached"
"NE418EN","1 THE DENE WYLAM",100110648514,NA,"RD02","Detached"
"NE418EN","10 THE DENE WYLAM",100110648523,NA,"RD03","Semi-Detached"
"NE418DJ","RIVER VIEW 5 WOODCROFT ROAD WYLAM",100110648605,NA,"RD03","Semi-Detached"
"NE418DJ","6 WOODCROFT ROAD WYLAM",100110648606,NA,"RD03","Semi-Detached"
"NE418DH","24 WOODCROFT ROAD WYLAM",100110648622,NA,"RD03","Semi-Detached"
"NE418DH","37 WOODCROFT ROAD WYLAM",100110648633,NA,"RD03","Semi-Detached"
"NE418DH","39 WOODCROFT ROAD WYLAM",100110648635,NA,"RD03","Semi-Detached"
"NE418ER","28 WOODVALE GARDENS WYLAM",100110648675,NA,"RD04","Terraced"
"NE418BB","INGLEBY 8 HOLEYN HALL ROAD WYLAM",100110726942,NA,"RD04","Terraced"
"NE418AB","ST MARGARETS MAIN ROAD WYLAM",100110726967,NA,"RD02","Detached"
"NE418DQ","THE STABLES @ THE BROW MEWS 57 WOODCROFT ROAD WYLAM",100110764326,100110727010,"RD03","Semi-Detached"
"NE426DH","LYNN HOUSE C 254 OVINGTON MAIN ROAD THROUGH VILLAGE OVINGTON PRUDHOE",10000843812,NA,"RD04","Terraced"
"NE426DH","EAST END COTTAGE C 254 OVINGTON MAIN ROAD THROUGH VILLAGE OVINGTON PRUDHOE",10000844124,NA,"RD03","Semi-Detached"
"NE437UR","GARDENERS COTTAGE STELLING HALL U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",10000844566,10000844557,"RD02","Detached"
"NE426DH","GARDEN GARDENERS COTTAGE C 254 OVINGTON MAIN ROAD THROUGH VILLAGE OVINGTON PRUDHOE",10000847548,NA,"RD02","Detached"
"NE426AT","3 CASTLE VIEW OVINGHAM PRUDHOE",10000847569,NA,"RD04","Terraced"
"NE418DH","44 WOODCROFT ROAD WYLAM",10000848281,NA,"RD03","Semi-Detached"
"NE437AG","4 HIGH BANK COTTAGES TO MOWDEN HALL CROSS ROADS STOCKSFIELD BYWELL B 6309 STOCKSFIELD",10000848502,10000020979,"RD04","Terraced"
"NE437UR","CHESTNUT COTTAGE STELLING HALL U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",10000848707,10000844557,"RD02","Detached"
"NE150NR","17 HORSLEY WOOD COTTAGES HORSLEY NEWCASTLE UPON TYNE",100110642612,NA,"RD04","Terraced"
"NE426AP","27 DENE GARTH OVINGHAM PRUDHOE",100110643991,NA,"RD04","Terraced"
"NE426AP","30 DENE GARTH OVINGHAM PRUDHOE",100110643994,NA,"RD04","Terraced"
"NE426AH","1 RIVER VIEW OVINGHAM PRUDHOE",100110645892,NA,"RD04","Terraced"
"NE426EH","10 SPRINGFIELD OVINGTON PRUDHOE",100110646120,NA,"RD02","Detached"
"NE426BD","14 WELBURN CLOSE OVINGHAM PRUDHOE",100110646557,NA,"RD04","Terraced"
"NE426BA","12 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646802,NA,"RD04","Terraced"
"NE418EU","17 BLUEBELL CLOSE WYLAM",100110648156,NA,"RD02","Detached"
"NE418HB","98 DENE ROAD WYLAM",100110648267,NA,"RD02","Detached"
"NE418HB","99 DENE ROAD WYLAM",100110648268,NA,"RD02","Detached"
"NE418AZ","2 DENE TERRACE WEST WYLAM",100110648313,NA,"RD04","Terraced"
"NE418ES","16 WOODVALE GARDENS WYLAM",100110648663,NA,"RD04","Terraced"
"NE418ER","21 WOODVALE GARDENS WYLAM",100110648668,NA,"RD03","Semi-Detached"
"NE418BE","ALENDENE HOLEYN HALL ROAD WYLAM",100110726930,NA,"RD02","Detached"
"NE150NT","THE DAIRY 2 SOUTH EAST FARM HORSLEY NEWCASTLE UPON TYNE",10000847500,NA,"RD04","Terraced"
"NE426EB","1 THE OLD BREWERY U 8202 BEARL JUNCTION TO OVINGTON OVINGTON PRUDHOE",10000848291,10000848290,"RD04","Terraced"
"NE437AQ","WINN DENTAL LABORATORY TO MOWDEN HALL CROSS ROADS STOCKSFIELD UNIT CERAMICS 1 SOUTH ACOMB BYWELL FARM B 6309 STOCKSFIELD",10000848670,10000020516,"CI03","Workshop / Light Industrial"
"NE418AW","BREWERY HOUSE OVINGHAM ROAD WYLAM",10024652126,NA,"RD04","Terraced"
"NE426DL","5 DENE TERRACE OVINGTON PRUDHOE",100110644060,NA,"RD04","Terraced"
"NE426AZ","53 PIPER ROAD OVINGHAM PRUDHOE",100110645700,NA,"RD04","Terraced"
"NE426AZ","61 PIPER ROAD OVINGHAM PRUDHOE",100110645708,NA,"RD04","Terraced"
"NE426EQ","39 SPRINGFIELD OVINGTON PRUDHOE",100110646147,NA,"RD02","Detached"
"NE426BA","18 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646808,NA,"RD04","Terraced"
"NE426BB","30 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646820,NA,"RD04","Terraced"
"NE426AS","12 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646837,NA,"RD04","Terraced"
"NE426AS","65 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646890,NA,"RD04","Terraced"
"NE426AS","72 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646897,NA,"RD04","Terraced"
"NE418EZ","120 DENE ROAD WYLAM",100110648284,NA,"RD04","Terraced"
"NE418EY","134 DENE ROAD WYLAM",100110648298,NA,"RD03","Semi-Detached"
"NE418EJ","16 HACKWORTH GARDENS WYLAM",100110648370,NA,"RD04","Terraced"
"NE418EQ","14 PARSON ROAD WYLAM",100110648453,NA,"RD04","Terraced"
"NE418DZ","17 STEPHENSON TERRACE WYLAM",100110648494,NA,"RD04","Terraced"
"NE418EN","7 THE DENE WYLAM",100110648520,NA,"RD04","Terraced"
"NE418BD","BELISLE ACOMB DRIVE WYLAM",100110726846,NA,"RD02","Detached"
"NE418HX","MORNINGTON WYLAM WOOD ROAD WYLAM",100110727026,NA,"RD02","Detached"
"NE418HZ","WYLAM WOOD HOUSE WYLAM WOOD ROAD WYLAM",100110727040,NA,"RD02","Detached"
"NE418EH","WYLAM COUNTY FIRST SCHOOL BELL ROAD WYLAM",100110764331,NA,"CE03FS","First School"
"NE426EB","WEST END COTTAGE U 8202 BEARL JUNCTION TO OVINGTON OVINGTON PRUDHOE",10000020634,NA,"RD02","Detached"
"NE437AG","2 HIGH BANK COTTAGES TO MOWDEN HALL CROSS ROADS STOCKSFIELD BYWELL B 6309 STOCKSFIELD",10000848500,10000020979,"RD04","Terraced"
"NE426AP","34 DENE GARTH OVINGHAM PRUDHOE",100110643998,NA,"RD04","Terraced"
"NE426DL","10 DENE TERRACE OVINGTON PRUDHOE",100110644065,NA,"RD04","Terraced"
"NE426DX","9 GREEN RISING OVINGTON PRUDHOE",100110644375,NA,"RD04","Terraced"
"NE426AZ","44 PIPER ROAD OVINGHAM PRUDHOE",100110645693,NA,"RD03","Semi-Detached"
"NE426EQ","19 SPRINGFIELD OVINGTON PRUDHOE",100110646127,NA,"RD02","Detached"
"NE426EH","30 SPRINGFIELD OVINGTON PRUDHOE",100110646138,NA,"RD02","Detached"
"NE418HA","38 DENE ROAD WYLAM",100110648219,NA,"RD02","Detached"
"NE418EY","137 DENE ROAD WYLAM",100110648301,NA,"RD04","Terraced"
"NE418DE","10 DENECROFT WYLAM",100110648325,NA,"RD02","Detached"
"NE418EJ","4 HACKWORTH GARDENS WYLAM",100110648362,NA,"RD04","Terraced"
"NE418EF","3 HEDLEY ROAD WYLAM",100110648388,NA,"RD04","Terraced"
"NE418BJ","1 OAKWOOD COTTAGES WYLAM",100110648436,NA,"RD04","Terraced"
"NE418EW","19 THE DENE WYLAM",100110648532,NA,"RD03","Semi-Detached"
"NE418BD","DENEHOLME ACOMB DRIVE WYLAM",100110726847,NA,"RD02","Detached"
"NE418HT","NITHSDALE ELM BANK ROAD WYLAM",100110726895,NA,"RD03","Semi-Detached"
"NE418HU","FAIRHOLME THE CRESCENT WYLAM",100110726994,NA,"RD02","Detached"
"NE418HU","GLEN VIEW THE CRESCENT WYLAM",100110726995,NA,"RD04","Terraced"
"NE418HU","SOUTHCROFT THE CRESCENT WYLAM",100110727000,NA,"RD03","Semi-Detached"
"NE426AQ","3 WEST END COTTAGES WEST ROAD OVINGHAM PRUDHOE",100110764545,100110815891,"RD04","Terraced"
"NE418BF","6 FORSTER GARDENS WYLAM",10093518999,NA,"RD04","Terraced"
"NE418BN","6 THOMAS CLOSE WYLAM",10093518980,NA,"RD02","Detached"
"NE426AZ","66 PIPER ROAD OVINGHAM PRUDHOE",10094012114,NA,"RD03","Semi-Detached"
"NE426AT","1 CASTLE VIEW OVINGHAM PRUDHOE",200000921270,NA,"RD04","Terraced"
"NE426AG","BADGERS VIEW THE STEADINGS MAIN ROAD OVINGHAM PRUDHOE",200000921319,200000925890,"RD03","Semi-Detached"
"NE426QH","20 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924133,NA,"RD02","Detached"
"NE418DP","FLAT 7 WYLAM MILL MAIN ROAD WYLAM",200000925128,200000925841,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE437UZ","LAKER HALL FARM C 246 AYDON JUNCTION TO WELTON NEWTON STOCKSFIELD",10000843531,NA,"CH02","Holiday Let/Accomodation/Short-Term Let Other Than CH01"
"NE437AJ","BEARL HOUSE B 6309 STOCKSFIELD TO MOWDEN HALL CROSS ROADS STOCKSFIELD",10000843777,NA,"RD02","Detached"
"NE426DS","5-6 LITTLE BUILDINGS OVINGTON PRUDHOE",10000846868,NA,"RD04","Terraced"
"NE150AG","7 CASTLE VIEW HORSLEY NEWCASTLE UPON TYNE",10000020119,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE437UY","WELL HOUSE FARM C 247 STELLING HALL TO MILITARY ROAD NEWTON STOCKSFIELD",10000020504,NA,"RD03","Semi-Detached"
