"c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100"
0.2655086631421,0.530808792915195,0.871805021073669,0.802349541336298,0.187768460484222,0.0354995254892856,0.770081392955035,0.698677167063579,0.128265154547989,0.940377884311602,0.0647124934475869,0.127587422030047,0.268015138804913,0.812511360272765,0.0925163179636002,0.213363927556202,0.603995759505779,0.838937636930496,0.11177927092649,0.902862827060744,0.210602745879441,0.759629311272874,0.0790453995577991,0.34575219755061,0.173838001675904,0.201028295559809,0.589575723512098,0.759032275993377,0.699605659581721,0.285152513533831,0.415309021482244,0.305637880694121,0.804452727548778,0.23547477228567,0.853052911814302,0.00680295913480222,0.829301830613986,0.0994350574910641,0.0188679310958833,0.16968225617893,0.593030882300809,0.726705685723573,0.72611048980616,0.284915671451017,0.420937388204038,0.94155787397176,0.935580149060115,0.21831288933754,0.750354430871084,0.177427583374083,0.577914867550135,0.809862141730264,0.123114524176344,0.901775823906064,0.728487416869029,0.684878056170419,0.834046106087044,0.700663128867745,0.295458968961611,0.0847768438979983,0.73168672202155,0.448792537674308,0.786832322366536,0.704558158991858,0.137744223698974,0.274733615107834,0.351085337111726,0.894368570530787,0.739653358468786,0.675672810059041,0.757608615560457,0.790573629084975,0.923004114767537,0.842330591985956,0.834202370606363,0.175308184931055,0.304887091275305,0.711402370594442,0.0463816146366298,0.313613973092288,0.412446133093908,0.0825087216217071,0.0239075538702309,0.941422057105228,0.644592158962041,0.328241863520816,0.469713532365859,0.787488280097023,0.643899045186117,0.156266023870558,0.704592703841627,0.99427399574779,0.0523911919444799,0.391951930243522,0.429418119136244,0.692756509874016,0.74847327475436,0.0212109254207462,0.474264170741662,0.707766604842618
0.37212389963679,0.684860904002562,0.967197048477829,0.47949518612586,0.504759023664519,0.355703649809584,0.690262528602034,0.454743328504264,0.127691523637623,0.996765569085255,0.676612401846796,0.206983422860503,0.101779840188101,0.9243405519519,0.446744062472135,0.969357035122812,0.974084093468264,0.0296087951865047,0.076628387439996,0.650260986061767,0.114786378573626,0.523714342853054,0.178645652253181,0.472070174990222,0.559546636417508,0.113917045062408,0.0822600829415023,0.324685671366751,0.324590812670067,0.131353412522003,0.140971375163645,0.446718892781064,0.833350023720413,0.505123340524733,0.91824386944063,0.670651850756258,0.425663038622588,0.318687241058797,0.406105547910556,0.671327980933711,0.552883221535012,0.868642668938264,0.733307546004653,0.147637742571533,0.734681006520987,0.330277241533622,0.969237352954224,0.791271715890616,0.786826748168096,0.578904062276706,0.700637513073161,0.0969336172565818,0.309102634899318,0.969499176600948,0.336573796113953,0.670915740542114,0.76286556199193,0.842855904018506,0.286440930794924,0.744105807272717,0.647417184431106,0.69696997012943,0.872094361111522,0.842908237595111,0.492775341728702,0.83970050397329,0.687034106114879,0.258252744562924,0.821622006129473,0.80881028692238,0.758039969950914,0.641870550345629,0.691292900126427,0.223643960198388,0.969636316644028,0.53814656753093,0.906066628405824,0.475068936590105,0.514818754047155,0.675975555554032,0.302949975710362,0.884079190669581,0.935297348536551,0.692930683726445,0.187828843481839,0.24265142926015,0.469721616478637,0.487828439334407,0.878208691254258,0.226217703893781,0.20909960847348,0.139072792604566,0.672329880297184,0.325978653272614,0.708354664500803,0.0353612820617855,0.962007595226169,0.576250912388787,0.475200191605836,0.457572364015505
0.572853363351896,0.383283393690363,0.866916270926595,0.177401563152671,0.0272868473548442,0.248872943455353,0.650477058952674,0.647121973102912,0.777732335263863,0.232910005375743,0.735371692571789,0.170596547657624,0.133624097332358,0.352853464893997,0.829446365823969,0.727770710829645,0.203424387378618,0.473515579244122,0.172015830641612,0.0766925676725805,0.145364066585898,0.265372634166852,0.860788696911186,0.156238310970366,0.91829059459269,0.271745519712567,0.206508977571502,0.694882195908576,0.839779908070341,0.685713023412973,0.457504255697131,0.736909637460485,0.0520391915924847,0.0160265690647066,0.614215702051297,0.241943161701784,0.676199934445322,0.97888749325648,0.324748558457941,0.92646725079976,0.596704040886834,0.627720614895225,0.00282772886566818,0.545034762471914,0.492854277836159,0.31166695500724,0.549584789900109,0.270251855952665,0.258123217150569,0.571657850174233,0.337263660971075,0.240557321114466,0.947909141425043,0.997981297317892,0.682819150853902,0.64223838201724,0.491733168018982,0.119655444985256,0.988677525660023,0.342157311271876,0.814206802053377,0.359836432151496,0.45650985930115,0.58985860995017,0.321690825279802,0.95193208171986,0.95557237835601,0.0261594490148127,0.995734622469172,0.427123892819509,0.121995107037947,0.943932964233682,0.269861652050167,0.24296452361159,0.554800467099994,0.0349840831477195,0.172758867964149,0.637596170883626,0.89716261648573,0.38549811183475,0.637503425823525,0.528106610756367,0.852896448923275,0.240776826860383,0.233736648457125,0.658881007693708,0.593596850521863,0.768047664314508,0.904059714637697,0.669392561074346,0.895834937691689,0.549030922353268,0.575231645489112,0.715988424373791,0.758573837112635,0.495444945758209,0.415943204192445,0.172689683269709,0.280450676800683,0.433796872384846
0.908207789994776,0.954987998353317,0.437715301522985,0.397133344551548,0.496297850972041,0.879180375020951,0.0746559631079435,0.613792828982696,0.42015036358498,0.14190117828548,0.111299667274579,0.625107257626951,0.799352577188984,0.477856132900342,0.812373955268413,0.34396352735348,0.0206010118126869,0.947992831468582,0.842057133791968,0.535500284517184,0.309932197909802,0.131919264327735,0.939522585365921,0.985890678362921,0.178652379196137,0.785254350164905,0.677768937312067,0.55325604788959,0.70255181659013,0.623170871054754,0.80301299598068,0.750667275860906,0.441444959258661,0.263054031413049,0.898558960994706,0.99931720434688,0.64758149208501,0.675898677203804,0.734048439189792,0.532297218451276,0.392630681628361,0.602181687951088,0.941650526598096,0.305665120948106,0.472552543273196,0.884223413420841,0.292363422224298,0.168321147328243,0.101419305894524,0.529172387206927,0.119020608486608,0.195450125029311,0.605552584864199,0.216623248765245,0.317138859536499,0.495004068594426,0.279146304586902,0.747796588111669,0.412809229223058,0.881265087518841,0.104358899407089,0.793931238353252,0.0330141801387072,0.437607320258394,0.774376684101298,0.464924754342064,0.737774961162359,0.882073457818478,0.64588739676401,0.709194663912058,0.197357048280537,0.550891275284812,0.537625606171787,0.163022298831493,0.286275019403547,0.825701926834881,0.157927855616435,0.883168357657269,0.944048358825967,0.965409905416891,0.702903242316097,0.633768714265898,0.481184671167284,0.420007212087512,0.241313551552594,0.0750321266241372,0.940379358828068,0.769586609909311,0.73046908644028,0.310635897796601,0.851474265102297,0.0947629339061677,0.138445395044982,0.297476671868935,0.0800931716803461,0.620019864756614,0.903327073669061,0.144138446077704,0.564956200541928,0.456415259279311
0.201681931037456,0.118356580613181,0.191937792114913,0.814226992661133,0.947351710870862,0.317978880601004,0.902580661699176,0.266425836598501,0.715901933144778,0.0662970091216266,0.0466546178795397,0.94730427628383,0.0149907262530178,0.545413132058457,0.805106687359512,0.144011767581105,0.0719206603243947,0.601786430226639,0.536416512681171,0.595914869569242,0.150242058327422,0.373336388962343,0.879044250352308,0.47520086588338,0.948005478829145,0.637980801984668,0.198455033125356,0.0161082809790969,0.607856644084677,0.0117911524139345,0.321112795965746,0.051290835486725,0.407384461723268,0.0126389341894537,0.892905003158376,0.950145977316424,0.35991221643053,0.0615723268128932,0.434251649770886,0.601971629541367,0.260375924175605,0.212276722304523,0.572021482279524,0.399465928319842,0.593527382705361,0.00629932247102261,0.401884652674198,0.961212824564427,0.0743542015552521,0.781385573325679,0.877639923477545,0.0660579430405051,0.506266450276598,0.320893530501053,0.576405809493735,0.519584710011259,0.383495858637616,0.121723057003692,0.923941147513688,0.21915331739001,0.334414296783507,0.42815708857961,0.0726590638514608,0.410825010156259,0.478858664864674,0.696110736345872,0.368753343820572,0.35859930398874,0.033245732774958,0.833490291144699,0.568025901913643,0.676884765503928,0.277264773380011,0.211371244397014,0.801127461018041,0.118353291880339,0.995342383394018,0.0943804171402007,0.967892309883609,0.219749090727419,0.563796508591622,0.359781904611737,0.682058948324993,0.949540729634464,0.667629960458726,0.761295591946691,0.990447991294786,0.248911013826728,0.604163460899144,0.814410550519824,0.259985140524805,0.790671873837709,0.391031655715778,0.905550519004464,0.137944040820003,0.518862348981202,0.646981369471177,0.802290810504928,0.0626925169490278,0.662050509126857
0.898389684967697,0.0391000553499907,0.0822944045066833,0.941357076400891,0.381182133918628,0.321120504522696,0.132939633214846,0.927523339400068,0.153304110746831,0.732844528742135,0.130910312291235,0.93250873638317,0.705405939836055,0.878387146862224,0.385928065516055,0.138557519763708,0.569371455349028,0.608251915313303,0.5109878112562,0.471795953111723,0.526681731687859,0.722334838472307,0.0171762274112552,0.139803059631959,0.275827193399891,0.469550749054179,0.476855471730232,0.98278898303397,0.689081273740157,0.807706438936293,0.868133667856455,0.312037312891334,0.831844813888893,0.426559423096478,0.765513970982283,0.117404231103137,0.384625118924305,0.195089494343847,0.522844714578241,0.649369523394853,0.739883325062692,0.955905958311632,0.883971441537142,0.275294897612184,0.00850588059984148,0.695406642509624,0.0134636904112995,0.243078757310286,0.298203570302576,0.196029313839972,0.0517255577724427,0.325694403378293,0.124388525960967,0.333732332568616,0.617810884257779,0.785413862206042,0.694827146828175,0.941922526573762,0.518488506088033,0.6961681752,0.399719190318137,0.4468492672313,0.306978303473443,0.620928096817806,0.379327745642513,0.786751796957105,0.105719373328611,0.415168361738324,0.572807206306607,0.355700585525483,0.510994607349858,0.637714568292722,0.870713492389768,0.610073292860761,0.528584423009306,0.485604216111824,0.504108938854188,0.965075331740081,0.663676350610331,0.266898988978937,0.794888730393723,0.789158844854683,0.181508361827582,0.302396999206394,0.263269085437059,0.87354232929647,0.0817470639012754,0.743777671130374,0.13193586235866,0.395700435619801,0.126960755093023,0.693537866231054,0.212142796255648,0.830161270685494,0.654296405846253,0.159009327646345,0.524492054712027,0.906456267926842,0.476758828852326,0.448508152272552
0.944675268605351,0.504505032906309,0.583451637532562,0.173349933931604,0.69821372628212,0.847887946525589,0.210826043738052,0.283454212127253,0.0882366294972599,0.285429451148957,0.880956365261227,0.566635031951591,0.487513917498291,0.042332316050306,0.855607396457344,0.845946103567258,0.953908217838034,0.267150643281639,0.758458089549094,0.4165604414884,0.117897983407602,0.640445236582309,0.615909302607179,0.612675910582766,0.658730565337464,0.826527218334377,0.0236093909479678,0.447437116876245,0.24355294671841,0.0841970425099134,0.246901557547972,0.921598020475358,0.150882821297273,0.839916627621278,0.246644920203835,0.269963806727901,0.147812529001385,0.87680601561442,0.815314470790327,0.881734714843333,0.0265068945009261,0.17361517297104,0.988147816387936,0.501870234496891,0.449306465219706,0.840140532702208,0.40441582002677,0.501003207406029,0.0328614097088575,0.300880497088656,0.342460958752781,0.0477078771218657,0.0891533333342522,0.0928757418878376,0.979261309839785,0.905584977939725,0.764475678326562,0.899993593338877,0.718138090334833,0.536980064585805,0.382126258453354,0.339542442001402,0.0269111229572445,0.588272945024073,0.171138857258484,0.900349234929308,0.162986462470144,0.872804355341941,0.274529461283237,0.194134508958086,0.882330214139074,0.704978820635006,0.512816256145015,0.409150978783146,0.902436309261248,0.0364250894635916,0.0884407344274223,0.166788261150941,0.445748507976532,0.693901289720088,0.450636936817318,0.125069721601903,0.574688498862088,0.0336670312099159,0.898464294616133,0.495115769095719,0.437163537135348,0.300120688742027,0.515708951745182,0.457031775265932,0.676455205306411,0.0896845681127161,0.426720983814448,0.590629204409197,0.575766340829432,0.377925102831796,0.857693711761385,0.248165539465845,0.30181136354804,0.0707078576087952
0.660797792486846,0.578482555225492,0.0703614954836667,0.354940799530596,0.688765808474272,0.381270383950323,0.155160397989675,0.838717619888484,0.205026938347146,0.719488496426493,0.839725489495322,0.731244321679696,0.969114697538316,0.995355430291966,0.714623597217724,0.571411172393709,0.559228124562651,0.643633555853739,0.252849725075066,0.598704583477229,0.477292852010578,0.0613143614027649,0.159054747782648,0.70938404998742,0.154535069828853,0.493208247702569,0.67057714657858,0.451282280497253,0.292360617546365,0.664833172224462,0.821499900892377,0.954208469484001,0.0821347527671605,0.593318381346762,0.845939234131947,0.56572521594353,0.0876508266665041,0.155931147513911,0.746826972812414,0.979431291809306,0.840838738717139,0.918795811012387,0.207158199744299,0.254855187842622,0.304579756222665,0.818389113759622,0.806106749456376,0.391231302637607,0.0810532225295901,0.944658195599914,0.46081085363403,0.529034067410976,0.910469738999382,0.075257271528244,0.46430167532526,0.215183952124789,0.980970362434164,0.774835865246132,0.783230813220143,0.871054681716487,0.924454312771559,0.183797407429665,0.995599309215322,0.597481736447662,0.528867389075458,0.0212347968481481,0.312805709196255,0.273823204450309,0.967263259459287,0.418526371242478,0.138262280961499,0.580161210382357,0.188973026815802,0.793228467693552,0.640691766282544,0.568455672822893,0.799351922236383,0.901065368205309,0.125596047611907,0.884414288913831,0.0287970574572682,0.810712903970852,0.0581964578013867,0.965847952757031,0.866662200773135,0.29507943475619,0.220985435182229,0.600387676851824,0.80174206267111,0.238200438208878,0.928466705139726,0.337913316907361,0.263223649235442,0.382600663462654,0.158983565168455,0.170654021203518,0.357859581941739,0.595061750151217,0.981913816183805,0.501152814831585
0.62911404389888,0.839303907938302,0.527662655804306,0.705040041357279,0.477730676764622,0.275124322157353,0.0545086625497788,0.622670154087245,0.0211840928532183,0.0176694507244974,0.868142720079049,0.181892147054896,0.397278206422925,0.771467542275786,0.362950246082619,0.570485441945493,0.0612548952922225,0.218740890733898,0.749660691712052,0.531936495332047,0.308382817544043,0.174723271280527,0.28964309557341,0.522745136870071,0.463127131806687,0.77516031358391,0.208172450540587,0.453406910412014,0.236363179516047,0.792053074575961,0.214530138066038,0.463619673158973,0.126905578188598,0.803743462078273,0.252140805590898,0.305935514159501,0.62078172666952,0.520145315211266,0.488237234996632,0.255423495313153,0.850526852300391,0.255166906164959,0.761758722597733,0.343565218849108,0.498566717840731,0.590418617473915,0.103876160690561,0.133293125312775,0.69672558712773,0.424350138753653,0.771591612836346,0.594425428658724,0.988491477211937,0.715359349967912,0.744542749831453,0.874983817804605,0.980780400102958,0.780230081873015,0.845810272963718,0.246172338025644,0.297368788858876,0.830420131096616,0.455868928693235,0.0400140311103314,0.409396274713799,0.82689647632651,0.773469767533243,0.551879844162613,0.0786036443896592,0.716911368770525,0.659360227407888,0.186176685383543,0.816325655207038,0.671084372326732,0.91221302584745,0.795785382855684,0.892595285782591,0.330358857521787,0.157485948409885,0.823255799012259,0.745332611957565,0.0904662981629372,0.438850776990876,0.824558106483892,0.537904797121882,0.611893331399187,0.297814818331972,0.477900517871603,0.606005733367056,0.658440770581365,0.779953881166875,0.44754545413889,0.42182524362579,0.29441205272451,0.902779198717326,0.577731838915497,0.884196600178257,0.112201384501532,0.401285197352991,0.601965437410399
0.0617862704675645,0.654444975312799,0.472288285382092,0.959240919910371,0.273347614100203,0.917943502776325,0.71476643695496,0.712906650034711,0.595401492435485,0.173205889528617,0.0333829261362553,0.443485652562231,0.671665953006595,0.632620652904734,0.234587585320696,0.485697905300185,0.942088666139171,0.129510654369369,0.164532996714115,0.123342177597806,0.305229067336768,0.163340068655089,0.73699887865223,0.00909271789714694,0.722117111552507,0.703746922314167,0.858096950454637,0.85976506373845,0.699713941430673,0.412600114708766,0.570066612679511,0.995074411854148,0.72191189834848,0.0637933602556586,0.24548252648674,0.566237897379324,0.840713611571118,0.682492731371894,0.23579837102443,0.123583097709343,0.135685091372579,0.366589703131467,0.666643358999863,0.592277880990878,0.296831173589453,0.175244839396328,0.093561427667737,0.123317405115813,0.507574269315228,0.707935189595446,0.819488619919866,0.120472742943093,0.760966517729685,0.0249886296223849,0.423775242408738,0.765453954227269,0.821091899881139,0.442795347655192,0.0175710790790617,0.475176281761378,0.331493899226189,0.471830601803958,0.611751842312515,0.908294280990958,0.798246148508042,0.241151722380891,0.0294688830617815,0.594144111732021,0.344800968421623,0.216901640407741,0.871764279203489,0.943971299100667,0.544416113058105,0.00140742352232337,0.0314263165928423,0.562472320627421,0.844443182460964,0.201969919959083,0.595216589514166,0.189644341357052,0.151310195913538,0.254450411302969,0.11918926704675,0.00092950533144176,0.69189191609621,0.942151059629396,0.432090724818408,0.428313137730584,0.684458425268531,0.552961798850447,0.897451889701188,0.230959654785693,0.864796081790701,0.540127479936928,0.834132775431499,0.967909234110266,0.269053524592891,0.115048019913957,0.614933983888477,0.405627535423264
